date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:51:10	4428/4428	---M--	200	added ('OK')	image/png	etag:%225e194eeb-114c%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/logo-light.png	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/logo-light.png	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:11	4030/4030	---M--	200	added ('OK')	image/png	etag:%225e194eeb-fbe%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/logo-sm.png	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/logo-sm.png	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:11	4224/4224	---M--	200	added ('OK')	image/png	etag:%225e194eeb-1080%22	https://coderthemes.com/codefox/layouts/horizontal/assets/images/logo-dark.png	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/assets/images/logo-dark.png	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:11	60234/60234	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/ui-typography.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/ui-typography.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:12	74338/74338	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/ui-cards.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/ui-cards.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:12	55274/55274	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/ui-buttons.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/ui-buttons.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:13	81178/81178	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/ui-modals.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/ui-modals.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:13	54675/54675	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/ui-checkbox-radio.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/ui-checkbox-radio.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:14	83750/83750	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/ui-tabs.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/ui-tabs.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:14	53422/53422	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/ui-progressbars.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/ui-progressbars.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:14	55856/55856	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/ui-notifications.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/ui-notifications.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:14	45282/45282	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/ui-carousel.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/ui-carousel.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:14	37414/37414	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/ui-video.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/ui-video.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:15	44023/44023	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/ui-tooltips-popovers.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/ui-tooltips-popovers.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:15	54879/54879	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/ui-images.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/ui-images.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:15	59197/59197	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/ui-bootstrap.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/ui-bootstrap.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:15	43048/43048	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/calendar.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/calendar.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:16	50883/50883	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/admin-grid.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/admin-grid.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:17	42140/42140	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/admin-sweet-alert.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/admin-sweet-alert.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:17	63656/63656	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/admin-widgets.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/admin-widgets.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:18	49264/49264	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/admin-nestable.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/admin-nestable.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:18	39301/39301	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/admin-rangeslider.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/admin-rangeslider.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:19	57509/57509	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/admin-ratings.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/admin-ratings.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:19	81206/81206	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/icons-colored.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/icons-colored.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:21	868127/868127	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/icons-materialdesign.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/icons-materialdesign.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:22	82096/82096	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/icons-dripicons.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/icons-dripicons.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:26	390830/390830	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/icons-fontawesome.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/icons-fontawesome.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:26	95808/95808	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/icons-feather.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/icons-feather.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:29	60761/60761	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/form-elements.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/form-elements.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:29	83525/83525	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/form-advanced.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/form-advanced.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:30	58815/58815	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/form-validation.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/form-validation.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:31	52262/52262	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/form-pickers.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/form-pickers.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:31	56595/56595	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/form-wizard.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/form-wizard.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:32	48862/48862	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/form-mask.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/form-mask.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:32	37190/37190	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/form-summernote.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/form-summernote.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:36	37900/37900	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/form-quilljs.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/form-quilljs.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:36	36474/36474	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/form-uploads.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/form-uploads.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:36	66676/66676	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/tables-basic.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/tables-basic.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:38	100876/100876	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/tables-layouts.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/tables-layouts.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:39	262961/262961	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/tables-datatable.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/tables-datatable.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:50	67073/67073	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/tables-responsive.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/tables-responsive.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:50	85069/85069	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/tables-tablesaw.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/tables-tablesaw.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:51	50454/50454	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/tables-editable.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/tables-editable.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:51	42109/42109	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/charts-flot.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/charts-flot.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:51	43617/43617	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/charts-morris.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/charts-morris.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:51	42817/42817	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/charts-google.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/charts-google.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:52	56681/56681	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/charts-chartist.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/charts-chartist.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:52	39233/39233	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/charts-chartjs.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/charts-chartjs.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:52	39510/39510	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/charts-c3.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/charts-c3.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:53	38664/38664	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/charts-sparkline.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/charts-sparkline.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:53	43853/43853	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/charts-knob.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/charts-knob.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:54	40427/40427	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/maps-google.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/maps-google.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:54	38403/38403	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/maps-vector.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/maps-vector.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:54	36473/36473	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/maps-mapael.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/maps-mapael.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:55	53862/53862	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/layouts-vertical.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/layouts-vertical.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:56	53834/53834	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/layouts-topbar-light.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/layouts-topbar-light.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:57	53836/53836	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/layouts-center-menu.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/layouts-center-menu.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:57	53847/53847	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/layouts-normal-header.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/layouts-normal-header.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:57	52728/52728	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/layouts-boxed.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/layouts-boxed.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:58	33715/33715	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/pages-starter.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/pages-starter.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:58	4514/4514	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/pages-login.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/pages-login.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:59	4767/4767	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/pages-register.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/pages-register.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:59	4556/4556	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/pages-logout.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/pages-logout.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:59	3610/3610	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/pages-recoverpw.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/pages-recoverpw.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:51:59	3936/3936	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/pages-lock-screen.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/pages-lock-screen.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:52:00	3094/3094	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/pages-confirm-mail.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/pages-confirm-mail.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:52:00	3224/3224	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/pages-404.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/pages-404.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:52:00	33910/33910	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/pages-404-alt.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/pages-404-alt.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:52:01	2887/2887	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/pages-500.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/pages-500.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:52:01	43328/43328	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/extras-about.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/extras-about.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
14:52:01	39570/39570	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2004:28:27%20GMT	https://coderthemes.com/codefox/layouts/horizontal/extras-contact.html	C:/My%20Web%20Sites/Project1/coderthemes.com/codefox/layouts/horizontal/extras-contact.html	(from https://coderthemes.com/codefox/layouts/horizontal/index.html)
